original_id,customer_message,support_reply,intent,escalation,reply_keywords,ground_truth_notes
UBER_0646,"I asked the driver to open the trunk, and he said YES and then DROVE AWAY with my bags still in the trunk",We're here to help! Please confirm your email address or phone number through direct message so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0647,How come all of a sudden the NOVEMBER pass has people complaining but no other month has the same response?,We've been in touch via DM!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0648,still waiting for a reply for my refund so I can delete your dumb app and use Lyft.,We're here to help! Send us your email address so we can assist.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0649,"cheater 1. bookd cab thrice: first time cabbie askd to meet at his desire point and when i denied he cancelled, second cabbie cancelled n third time u charged me when i cancelled. Going to uninstall ur app, auto walas more professional than u.",Send us a note here; and our team will be able to help!,Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0650,I’ve been trying to get in contact since Monday and I am not satisfied with the compensation,Please send us a DM with your Uber account email address so we can look into this.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0651,Am not clear with your reply .. by when will it be refunded,"Hi, Darshini. Please be sure to keep an eye on your support thread, as all further updates will be streamlined there directly.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0652,"They did and not very helpful. Also when I wanted to delete my account, I couldn't because of a pending payment issue. Just let me know what I need to pay and I'll be in my way.",We've followed up again via in app with further information. Please check your 'Help' tab for a response.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0653,my ubereats promo code isn't working for others,Here to help! Send us a DM with your email address with more info so we can assist.,App Technical Issue,AUTO_HANDLE,"update app, restart, clear cache, promo details, support note","Technical app bug, UI crash, or promo code application error."
UBER_0654,"It's been 3 days, still no reply or action. What are you guys upto?",Hey there! We've just followed up with you via DM.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0655,can ya'll unblock my account ? Cause obviously y'all not answering my emails and have NO help line. smh,So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0656,Already did that. I’ll wait! I have 2 more hrs to see if I’ll be able to get on this next flight. #flyingstandby,We're here to help! Send us a DM with your email address so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0657,Then what is your twitter handle for?? Just for robotic replies/assurances? Can’t you get this sorted if I give you all the required details on DM?,"It's always best for us to have the trip and account info handy through our system. Once we receive your note, our team will be able to connect further. We appreciate your patience and understanding, Sarthak!",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0658,"Its okay, I didn't want food I ordered on . Missing items and double the estimated time to arrive, didn't realise that was how worked. Plus no contact number, no response to support messages and very vague customer service advice. Disappointed",So sorry about that! Send us a DM with your email address so we can connect right away.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
